text;label;relevance
rural electrification in cross river and akwa ibom states the project for rural electrification in cross river and akwa ibom states;;0.0
rural electrification project in ashanti and eastern regions ghana the proposed rural electrification project was initiated by the ministry of energy of ghana and eltel the objective of the project is to contribute to the rural electrification in three districts of ashanti region and one district in the eastern region in order to promote the socioeconomic development of rural areas the government of ghana supports rural electrification the cost estimate includes all costs for planning design survey bush clearance material freight erection tests and commissioning of the project rural electrification project in ashanti and eastern regions rural electrification project in ashanti and eastern regions;;0.0
rural enterprise development agricultural services rural enterprise development;Integrated Rural Dev;0.0
rural management models for natural and productive resources in high andean areas of peru. rural management models for natural and productive resources in high andean areas of peru. el proyecto quiere impulsar en las tierras altas del perú modelos concertados degestión rural de los recursos naturales y productivos que incorporen la perspectivade género, y sean viables económica y medioambientalmente.estratégicamente, la idea fuerza es conseguir que las actividades productivas sean un espacio para impulsar el empoderamiento de las mujeres, y que ésta se articule de forma económicamente eficaz, tanto con las políticas municipales como con las tradiciones comunales.el proyecto presenta tres grandes componentes, que finalmente se traducirán como resultados: el componente organización, que busca fortalecer el proceso de empoderamiento de las mujeres en los distintos ámbitos de decisión y representación(doméstico, comunidad campesina, municipio), e impulsar la intercoordinación de esos espacios, el componente productivo, que quiere mejorar los ingresos procedentes de la actividad agropecuaria, y el componente medioambiental, orientado a larecuperación de los servicios del ecosistema mediante la gestión territorial y al impulso de prácticas productivas sostenibles en campo y en el ámbito educativo comunal.;Outlier Topic;0.0
rural rentable mill powered by a machine using vegetable oil, dr kongo rural rentable mill powered by a machine using vegetable oil, dr kongo rural rentable mill powered by a machine using vegetable oil, dr kongo;Outlier Topic;0.0
rural sanitation program subdere (cclip) rural sanitation program subdere (cclip) the program includes two principal investment components: (i) projects to expand the coverage of potable water and sewage services to new rural consumers. these projects will incorporate works for the production and distribution of potable water, including internal installations, and the disposal of wastewater, and (ii) projects to upgrade, rehabilitate or replace inadequate wastewater treatment facilities in rural areas.the program may also include a component for institutional strengthening for activities, as necessary, to improve implementation. implementation of the program will duplicate that of the neighborhood improvement program that subdere has been implementing for many years, and which has been supported by previous idb loans. the ministry of planning will determine the technical and economic feasibility of eligible projects in accordance with the country's standard practice.the operation will be prepared as the second project to be financed under the umbrella of the subnational management support program (ch-l1018, a cclip for us$200 million due to be approved in december 2006).;Outlier Topic;0.0
rural socio-economic opportunities programme agricultural policy & admin. mgmt rural socio-economic opportunities programme;Integrated Rural Dev;0.0
rural water supply and sanitation project rural water supply and sanitation project the objectives of the rural water supply and sanitation project are to raise living standards in rural areas of nepal by: (i) delivering sustainable health and hygiene benefits to the rural population through improvements in water supply and sanitation, (ii) improving rural real incomes by assisting women to identify ways to earn income from time saved in carrying water, and (iii) improving governmental and nongovernmental capabilities to undertake and sustain these efforts. the first of three project components is the establishment and operation of the rural water supply and sanitation fund development board. the second is the selection and construction of rural water supply and sanitation schemes. the last is to conduct institutional development and studies. reported as purposecode 14032.;Outlier Topic;0.0
rural/access roads constr;Rural, Trunk Roads Improvement;0.0
russian research reactor fuel return rrrfr department of energy office of global nuclear material threat reduction na department of energy office of global nuclear material threat reduction na;;0.0
rwanda ngos forum on hiv/aids and health promotion rwanda ngos forum on hiv/aids and health promotion theme: health & rights. programme: . description: baseline study for pwud/pwids in rwanda;Outlier Topic;0.0
rwandan higher education institutes have been empowered in their role as drivers of change by strengthening their threefold mission of research, educa rwandan higher education institutes have been empo ;Outlier Topic;0.0
ry-power sector ry-power sector the current project development objective (pdos) of the power sector project does not accurately reflect what the project is expected to achieve, hence a restructuring is important to align project goals with realistic deliverability. the changes include: (i) revising the pdo to more accurately reflect project goals, (ii) revising the financial covenants in the project agreement to make them more attainable, (iii) modifying or eliminating sub-components as needed to meet the pdo, (iv) extending the closing date to give sufficient time for full implementation, and (v) amending the results framework and monitoring to reflect changes in the pdo, components and implementation schedule.;Power Transm. & Distrib.;0.0
ry-third public works ry-third public works the overall development objective of the third public works project in yemen would be the continued support in the provision of needed infrastructure to improve services and environmental conditions (particularly those affecting women and children), and, the creation of short term employment. the project would also seek to ensure the sustainability of these measures through: (a) community involvement in project selection, preparation, and implementation, and, (b) development of local contracting and consulting firms. the first component - community infrastructure - will finance subprojects, selected by communities, and local governments. such subprojects will be evaluated, and prioritized, to be consolidated in quarterly investment programs, and should collectively have national coverage, with emphasis on poverty areas, and a high labor content, including community participation. these small scale subprojects will cover rural, and urban water supply and sanitation, storm water drainage, flood protection, rural roads and sidewalks, schools and health centers. a second component - technical assistance and consulting services - will assist selected districts to carry out the assessment of their infrastructure needs, their capacity for implementation, preparation of medium term investment plan, assessment of revenue sources, and establishment of management information systems. in addition, the design and supervision preparation includes a) assisting communities and local governments in the identification of subprojects, with preparation of proposals and requests for financing, b) preparation of feasibility studies, engineering design, and tender documentation, c) construction supervision, d) benefit assessment surveys, e) auditing, f) training, including workshops, for consulting firms, contractors, and ngos, (g) training of local communities in the infrastructure operation and maintenance, and, h) environmental assessments and other technical advisory services as needed. a study on future project options includes the role of the project management unit (pmu). as a third component, the pmu's incremental operational costs, including training costs, will be financed.;Outlier Topic;0.0
réalisation des droits des personnes handicapée par la promotion du dialogue de leurs groupes communautaires avec les pouvoirs locaux et leur implication dans le procéssus démocratiques dans le nouvelles structrures décentralisées du pays human rights réalisation des droits des personnes handicapée par la promotion du dialogue de leurs groupes communautaires avec les pouvoirs locaux et leur implication dans le procéssus démocratiques dans le nouvelles structrures décentralisées du pays;Disability rights advocacy;0.0
réalisation des études liées au projet connection point : préparation du lancement des travaux à ramallah et étude de design à jenin réalisation des études liées au projet connection point : préparation du lancement des travaux à ramallah et étude de design à jenin 1-etude de design préliminaire pour la 2nd phase (zone jenin)2-etude de design détaillé pour la 2nd phase (zone jenin)3-etude d'impact environnemental et sociale pour la partie « connexion à salem »4-préparation des documents d'appel d'offres pour les travaux à ramallah (design détaillé réalisé) suite à la reprise des études et design de l'usaidun marché unique avec des composantes optionnelles est prévu.-faps pwa conn.point;Outlier Topic;0.0
réalisation et publication de suppléments en arabe réalisation et publication de suppléments en arabe réalisation de 10 suppléments de une page et 2 suppléments de quatre pages sur les réformes, notamment celles induites par la mise en oeuvre du plan d'action au liban;Arab Dev't (EXM-ME);0.0
réhabilitation des ouvrages d'accostage et des terre-pleins du port de douala réhabilitation des ouvrages d'accostage et des terre-pleins du port de douala réhabilitation des ouvrages d'accostage et des terre-pleins du port de douala;Outlier Topic;0.0
réserves parlementaires pour l'éducation dans les pays en développement réserves parlementaires pour l'éducation dans les pays en développement haiti - réserves parlementaires pour l'éducation dans les pays en développement -rp: alliance française de jérémie;Haiti dev & police reinforcement;0.0
s mabote amp maputsoe stations s mabote amp maputsoe stations s mabote amp maputsoe stations;;0.0
s.p.r.in.g. - strengthening cso¿s participation for a responsible and inclusive agriculture growth through development of rural cooperatives s.p.r.in.g. - strengthening cso¿s participation for a responsible and inclusive agriculture growth through development of rural cooperatives;Integrated Rural Dev;0.0
sabaki bridge reconstruction;Bridge Const. Projects;0.0
safety of journalists and reporting safety of journalists and reporting training of ukrainian journalists to enforce free reporting in times of crisis.;Media Freedom Journalism;0.0
salemm : solidarité avec les enfants du maghreb et mashreq salemm : solidarité avec les enfants du maghreb et mashreq le projet salemm vise à contribuer à contenir la migration irrégulière de mnas envers l'ue par un système d'inclusion socio-éducative-économique des mineurs à risque et de leurs familles, à travers le renforcement des capacités des autorités et des associations des territoires  d'origine en collaboration avec celles de destination des flux migratoires;Outlier Topic;0.0
salesians of don bosco ireland strategic urban rural advancem salesians of don bosco ireland strategic urban rural advancem misean cara salesians of don bosco ireland strategic urban rural advancem ent backing institute basic li fe skills for youth - surabi;Sisters Cara Dev Partnerships;0.0
samarinda et pontianak diesel plant samarinda et pontianak diesel plant samarinda et pontianak diesel plant;;0.0
samenwerking clingendael - isr economic & dvpt policy/planning;Econ Dev Policy Plng;0.0
samoa power sector expansion project samoa power sector expansion project samoa power sector expansion project;;0.0
san quintin bay: protection & sustainable use of wintering habitat san quintin bay: protection & sustainable use of wintering habitat habitat protection, 2200 acres;Outlier Topic;0.0
sana'a international airport development-phase ii sana'a international airport development-phase ii;Airport Restructuring & Expansion;0.0
saneamiento de tierras de aprox. 241.099 has de predios o parcelas en areas de producci??n de hoja de coca en los departamentos de la paz y cochabamba saneamiento de tierras de aprox. 241.099 has de predios o parcelas en areas de producci??n de hoja de coca en los departamentos de la paz y cochabamba el instituto nacional de reforma agraria (inra) es la ??nica instituci??n habilitada por ley para sanear predios rurales en bolivia. el inra ejecutar?? el saneamiento de tierras en las areas indicadas en base a la ley boliviana y con sus procedimientos.;Outlier Topic;0.0
sanitary assistance for floodings in presidente hayes and asuncion sanitary assistance for floodings in presidente hayes and asuncion heavy rains registered since march in our country, have been of unusual magnitude and intensity for this season, which caused severe flooding. this continues to affect many families who require state support in the humanitarian sphere. this situation affe;Outlier Topic;0.0
sanitation & hygiene behaviors sanitation & hygiene behaviors sanitation & hygiene behaviors;Outlier Topic;0.0
sanitation and repairs in the primary schools of bamenda. sanitation and repairs in the primary schools of bamenda. los escolapios gestionan en bamenda tres escuelas de primaria con casi 800 alumnas y alumnos. para que los centros reúnan las condiciones adecuadas de salubridad y seguridad, es necesario remodelar y mejorar las letrinas de una de las escuelas y realizar reparaciones en las tres.;Outlier Topic;0.0
santé de base - soins et services de santé de base santé de base - soins et services de santé de base santé de base - soins et services de santé de base - actions de coopération internationale des collectivités territoriales pour le développement - conseil régional - conseil régional de l'occitanie;Basic Health Sect'r Care;0.0
sao tome et principe - etude d''evaluation du crabe - prol. au 31/12/2005 sao tome et principe - etude d'evaluation du crabe - sao tome et principe - etude d''evaluation du crabe - prol. au 31/12/2005;Outlier Topic;0.0
sap support administrative costs sap support;Admin Costs ODA Expenses;0.0
sarc unrco 2015 sierra leone sdp 2017 usa lvw sarc unrco 2015 sierra leone sdp 2017 usa lvw sweden is committed to contribute to the implementation of agenda 2030 in developing countries by providing human resources to work with and through the diverse mandates of un agencies, funds and programmes, as well as the world bank. for this purpose, sweden closely collaborates with the un development, humanitarian and peacekeeping pillars with placements around the world.;JPO-IntlOrgs-3yrs-Sweden-UNDP;0.0
sarhegaldia: strengthening the participatory work of the social movements network on food security in guipuzcoa. sarhegaldia: strengthening the participatory work of the social movements network on food security in guipuzcoa. &quot,sarhegaldia: fortalecimiento del trabajo participado en red de los movimientos sociales de soberanía alimentaria de gipuzkoa :: el proyecto sarhegaldia busca contribuir al fortalecimiento del trabajo participado en red de<br>los movimientos sociales de sba en gipuzkoa, a través de un proceso de aprendizaje colectivo,<br>sustentado en el acompañamiento práctico capacitador, empoderador, inclusivo, equitativo y<br>eficaz para la transformación social, alineado con los procesos de trabajo y articulación en red<br>locales y globales de la vía campesina. para ello, se desarrollarán e implementarán<br>participativamente materiales prácticos y procesos capacitadores basados en experiencias<br>probadas para el fortalecimiento del trabajo en red desde el acompañamiento, adecuados y<br>adaptados a los mmss de sba de gipuzkoa, contrastados por mmss referentes en éste<br>ámbito. los contenidos, materiales y procesos de la propuesta sarhegaldia serán visibilizados y<br>difundidos desde un enfoque de comunicación colaborativa, alternativa y de incidencia entre<br>mmss y aapp de gipuzkoa comprometidas con la sba, la transformación social y la<br>articulación del trabajo en red, así como en el espacio universitario comprometido y<br>euskaldun.<br>&quot,;Food Sec. Prog./Alimentaria;0.0
saro communications materials regional office communications materials;Outlier Topic;0.0
save the children framework agreement south 2010- 2011,incl. eu until 2015 - rädda barnen eu laos save the children framework agreement south 2010- 2011,incl. eu until 2015 - rädda barnen eu laos framesupport to scs 2010-2011. the decision concerns scs development cooperation work in around 40 countries and 3 thematic areas. it also contains support to scs own contribution for eu-cooperation in the middle east region;Outlier Topic;0.0
sbc - annual instalments 2014-2015 sbc - annual instalments 2014-2015 annnual instalments (fixed tf and variable tv)  2014 tf 10 meur  2015 tf 6.8 meur + tv 1.2 meur (conditional to availability of funds);Outlier Topic;0.0
sbi affordable housing (pl) sbi affordable housing (pl) sbi affordable housing (pl);Low-cost Housing: Viviendas, Slums, Digna;0.0
scac - p185 - maroc - service de coopération et d'action culturelle scac - p185 - maroc - service de coopération et d'action culturelle scac - p185 - formation des enseignants - formation des enseignants - maroc - crédits d'intervention aux antennes de l'institut français pour pilotage local des actions de coopération éducative;Programm 185, french cooperation and cultural action services;0.0
scac - p209 - comores - service de coopération et d'action culturelle scac - p209 - comores - service de coopération et d'action culturelle scac - p209 - piscca- appui à la société civile aux comores - piscca - comores - financement de micro-projets de développement;Programm 185, french cooperation and cultural action services;0.0
scale up and strengthen malaria control interventions towards sustaining gains and successes scale up and strengthen malaria control interventions towards sustaining gains and successes the overall goal of the program supported by this grant is to reduce sickness and death due to malaria to such low levels that malaria is no longer a major public health concern in eritrea. grant funds are being used to conduct long- and short-term training for health care workers, buy and distribute long-lasting insecticide-treated bed nets, conduct mosquito source reduction and house spraying activities, and to increase coverage of malaria treatment by providing enough anti-malarial drugs. the program targets children under age five, women of childbearing age, internally displaced people and refugees returning from neighboring countries, nomads and semi-nomads and the entire population residing in malaria endemic areas.;Malaria Control-Elimination;0.0
scaling up mineral tracebility scaling up mineral tracebility scaling up the minor number of conflict free minies in the great lakes;Mining, Equipment, Sector, Iron Ore;0.0
scaling up mvam for real-time food security and nutrition monitoring for scaling up mvam for real-time food security and nutrition monitoring for timely and reliable information accumulated through latest mobile and satellite technologies will ensure that the humanitarian operations are more responsive to the humanitarian and development needs of the marginalized populations;Outlier Topic;0.0
scaling up prevention, care, treatment and health systems strengthening for hiv/aids scaling up prevention, care, treatment and health systems strengthening for hiv/aids uganda has had considerable success in reducing hiv prevalence rates, but is still confronted with a serious hiv and aids epidemic, including rising numbers of people needing care and support, and orphans. the program supported by this grant aims to reduce the incidence rate of hiv by 40 percent by 2012, mitigate the health effects of hiv and aids and improve the quality of life for persons infected with hiv, and strengthen the national capacity to coordinate and manage the multi-sectoral response to hiv and aids. the program targets pregnant women, discordant and concordant couples, commercial sex workers, people living with hiv and aids, and vulnerable and marginalized groups such as migrants and internally displaced persons.;HIV/AIDS Prev./Care Africa;0.0
scarp transition & improvement project scarp transition & improvement project scarp transition & improvement project;Outlier Topic;0.0
scb prestudy statistics - scb statistics prestudy scb prestudy statistics - scb statistics prestudy it is a feasibility study containing two fact-finding missions to cuba. the aim is to investigate the possibility to develop an institutional cooperation programme between statistics sweden and national office of statistics and information of cuba (onei)  in order to strengthening onei with focus on capacity development and exchange of experiences. in cooperation with onei statistics sweden will agree on the possible scope of cooperation.;Statistical Capacity Bldg: Kos, Cro, Palop;0.0
scc frame 2010-2012                                scc frame 2011-2012 allmäntilläggsansökan scc frame 2010-2012                                scc frame 2011-2012 allmäntilläggsansökan frame work agreement support for swedish cooperative center (scc)     operations in developing countries for 2010-2012. information and     sidas opinion can be found in e-doc 2009-001923.;Norway '11-'14 N-S info actvities: Poverty, Int'l Roles;0.0
sce - promoting participatory approaches in khyber pakhtunkhwa (kp) and the federally administered trible areas (fata) of pakistan. sce - promoting participatory approaches in khyber pakhtunkhwa (kp) and the federally administered trible areas (fata) of pakistan. stabilisation and counter extremism - sce - promoting participatory approaches in khyber pakhtunkhwa (kp) and the federally administered trible areas (fata) of pakistan.  this projects seeks to promote a more consistent and coherent approach to peace-building in khyber pakhtunkhwa (kpk) and the federally administered tribal areas (fata) through the support to participatory approaches.;Outlier Topic;0.0
scholarship maec-aecid for foreign students for undertaking their postgraduate, specialization or research studies. scholarship maec-aecid for foreign students for undertaking their postgraduate, specialization or research studies. los programas de becas y lectorados maec-aecid se han consolidado como uno de los instrumentos de la política exterior española más demandados en el ámbito de la cooperación, el arte, la educación y la cultura,  conformando una extensa red de antiguos becarios y lectores en todo el mundo.;Outlier Topic;0.0
scholarship program for international students in developing countries scholarship program for international students in developing countries it aims to produce international experts equipped with theoretical knowledge as well as practical skills in the field of development economics and public policy.;Outlier Topic;0.0
scholarship program for upgrading of lecturers at catholic institutions of higher learning/indonesia scholarship program for upgrading of lecturers at catholic institutions of higher learning/indonesia scholarship program for upgrading of lecturers at catholic institutions of higher learning/indonesia;Outlier Topic;0.0
scholarship scholarship graduation scholarship (last month) in the bachelor program civil engineering, duration - winter semester 2016/17;Scholarships-Students-HigherEd;0.0
scholarships for kosovar students in croatia scholarships for kosovar students in croatia scholarships for kosovar students in croatia;Chev Schols UK Postgrad Contrib Dev;0.0
scholarships for participation in the  poc operational level course at the ösfk scholarships for participation in the  poc operational level course at the ösfk strength: 60, task: cooperation agreement between bmlvs and ösfk, € 100.000,- operative budget and € 50.000,- for a course manager by bmlvs. - in stadtschlaining, one training course each on the topics of peace building (pb) and protection of the  civilian population (poc) and two training courses on security sector reform (ssr) will be conducted. - the operational budget includes scholarships for up to six african participants. in addition, persons from other dac countries also  participate in the above-mentioned activities.;Outlier Topic;0.0
scholarships for students: maghreb scholarships 10/11. scholarships for students: maghreb scholarships 10/11. pago de matricula, alojamiento, manutencion, seguro y asignacion de bolsillo;Scholarships-Students-HigherEd;0.0
scholarships for young researchers in geoscience;;0.0
scholarships higher education scholarships;Scholarships-Students-HigherEd;0.0
scholarships scholarships scholarships for tuition and living costs for medical studies in slovenia. štipendira se enovit magistrski študij medicine dveh državljank zelenortskih otokov v sloveniji --- javni sklad republike slovenije za razvoj kadrov in štipendije /;Outlier Topic;0.0
school for life transition phase school for life transition phase to improve and sustain access to and quality of relevant basic education in ghana through functional literacy and advocacy as a means to address poverty underdevelopment and gender inequality.;Teacher Ed Support Proj: Improving Basic Edu;0.0
school libraries for rural schools in the department of retalhuleu primary education bibliotecas escolares para escuelas rurales en el departamento de retalhuleu;Library strategies '30 for culture';0.0
school of conservation and restoration of lithoids in the national museum of teheran school of conservation and restoration of lithoids in the national museum of teheran school of conservation and restoration of lithoids in the national museum of teheran;Outlier Topic;0.0
science - china project science - china project science - china project;Outlier Topic;0.0
scientific cooperation with other countries (not included in other areas) scientific cooperation with other countries (not included in other areas) german-ukrainian center for large scale experiment - capacity building in the field of education and research;Scientific coop (non-area), intl, edu res, dev cty;0.0
scientific cooperation with other countries (not included in other areas) scientific cooperation with other countries (not included in other areas) joint project: pulmonary blood-air interface model for the investigation of covid-19 and for the screening of therapeutics, subproject: microfluidic lung-on-chip system and drug carrier nanoparticles with high affinity to alveolar epithelial cells - medical research of particular importance for developing countries - infectious disease abatement;Scientific coop (non-area), intl, edu res, dev cty;0.0
scientific cooperation with other countries (not included in other areas) scientific cooperation with other countries (not included in other areas) sustainable food systems under climate change in south asia - research to improveon livelihoods in the developing country which are affected by environmental change and marine pollution;Scientific coop (non-area), intl, edu res, dev cty;0.0
scientific cooperation with other countries (not included in other areas) scientific cooperation with other countries (not included in other areas) wascal-pauwes cooperation in capacity building for january, 1, 2017 - december, 31, 2017 - capacity building in the field of education and research / knowledge transfer (wascal = west african science service center on climate change and adapted land use, pauwes = pan african university - institute of water and energy sciences including climate change).;Scientific coop (non-area), intl, edu res, dev cty;0.0
scottish catholic international aid fund (sciaf): kasisi agricultural training centre scottish catholic international aid fund (sciaf): kasisi agricultural training centre project provides capacity-building funding to katc to build on the earlier scottish government-funded kulima project (2012 to 2017) in order to promote and provide training in sustainable organic agriculture (soa).;Outlier Topic;0.0
scs 3 - asylum protection center, belgrade scs 3 - asylum protection center, belgrade institutional support. lot 2 organisation, associations of professionals in social protection. open to 3-year support depending on results in 1st year.;Outlier Topic;0.0
sdc contributes to i develop and promote affordable and sustainable sanitation solutions for small towns ii increase its priority in public political and sector agendas globally and iii reduce the contamination of watersheds worldwide by offering sustainable solutions for small town sanitations specific objectives micro support the development of several examples in at least small towns especially those situated in the upper part of river basins identification of real demand for sanitation enhance political willingness of local authorities design and implementation of innovative and appropriate sanitation technologies capacity building to the operator the example will be developed in different climatic and topographic environments lowlanddesert high altitude rainforesttropical meso develop the technical sector capacities by supporting new academic curriculum and revising the national technical standards and procedures with specific focus on small towns and small towns macro support national regulation authorities in updating the legal framework finalize the decentralization procedures and ensure sector financial sustainability of sanitation services in small towns and small towns global capitalize and disseminate the model at global level using existing professional platforms and global partnerships as well as optimized communication the beneficiaries of this program will be women men and children living in poverty in agglomerations without sanitation as well as thoseliving downstream of such centers globally two million tons of sewage industrial and agricultural waste is discharged into the worlds waterways and at least million children under five yearsold die every year from water related disease or one every seconds this project will contribute to reduce these figures in a significant way reducing health costs and economic losses the three projects will represent the state of the art in peru in order to have examples for worldwide replication by south south cooperation a second phase of years dedicated to the scaling up of the developed model and alternatives including international visiting of the examples strengthen incidence in global networks support specific efforts of wsp transfer the model to all major financing institutions etc this includes the contribution to a fund for the scaling up through a partner organization the organization of several international workshops and the active participation to the world water forum where the results will be presented to the world sustainable sanitation for small towns sustainable sanitation for small towns;;0.0
sdn/evaluation of pooled funding emergency/distress relief sdn/evaluation of pooled funding;Emerg Relief Distress;0.0
se habra fortalecido la capacidad de la administracion del trabajo y los interlocutores sociales para promover y  facilitar la transición a la formalidad laboral se habra fortalecido la capacidad de la administracion del trabajo y los interlocutores sociales para promover y  facilitar la transición a la fo se habra fortalecido la capacidad de la administracion del trabajo y los interlocutores sociales para promover y  facilitar la transición a la formalidad laboral - outcome 6: formalization of the informal economy;Labour Standards Compliance;0.0
seaweed spirulina therapeutic use in maternal and child malnutrition seaweed spirulina therapeutic use in maternal and child malnutrition continuity and production of seaweed spirulina with training on therapeutic use in maternal and child malnutrition;Malnutrition prevention, child nutrition, feeding practices;0.0
second girls primary school sector project second girls primary school sector project description :. product type: adf - sdr denominated;Outlier Topic;0.0
second laguna de bay irrigation second laguna de bay irrigation product type: adf - converted to sdr.     second laguna de bay irrigation;Irrig Projects: Rehab, Drain, Canal, Agri;0.0
second public investment reform sppt cr.;Outlier Topic;0.0
second uphcpsecond uphcp - project second uphcp second uphcp - project the specific project objectives of uphcp ii are to improve: (i) access to and use of urban phc services in the project area, with aparticular focus on extending provisions to the poorest, (ii) the quality of urban phc services in the project area, and (iii) thecost-effectiveness, and the institutional and financialsustainability of phc to meet the needs of the urban poor.;Urban Dev: Cities, Infra, Smart;0.0
secondary educ for sudanese refugees secondary educ for sudanese refugees united states population migration and refugee assistance, appropriation 1143. protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [jesuit refugee service];Refugee aid: Protection & Assistance Worldwide;0.0
seconding unhcr and others emergency/distress relief;Emerg Relief Distress;0.0
secondment of korean official secondment of korean official secondment of korean official to who;Outlier Topic;0.0
secondments humanitarian aid secondments humanitarian aid sdc's global budget - humanitarian assistance - senegal, ifrc sec. ctp progr. officer;Humanitarian Aid DR Congo/CAR;0.0
section 202e for bill emerson humanitarian trust section 202e for bill emerson humanitarian trust section 202e for section 202(e), cash costs [0 metric tons]- through world food program, international emergency food reserve.  this reserve is available to meet unanticipated food crises and humanitarian food needs in developing countries.;Hard red winter wheat, Title II food aid, bulk tons, monetization;0.0
section 416(b) food aid - ocean freight value of nonfat dry milk (by 25 kg)/metric tons: 833 [through food for the poor, inc.] food aid section 416(b) food aid - ocean freight value of nonfat dry milk (by 25 kg)/metric tons: 833 [through food for the poor, inc.];Outlier Topic;0.0
sector budget support sector budget support the center was founded in order to achieve agricultural development in environments with marginal resources of soil, water and using saline and brackish water. it was the production of a comprehensive methodology to improve  farm productivity rely on integrated water resources management.;Outlier Topic;0.0
sector energy power activity desk study project equipav bagasse cogeneration power plant contractor brooks howell and collc equipav bagasse cogeneration power plant equipav bagasse cogeneration power plant;;0.0
sector mining natural resources activity desk study project vinccler gas production and processing facility contractor brooks howell and collc vinccler gas production and processing facility vinccler gas production and processing facility;;0.0
sector mining natural resources activity technical assistance project strategic advisor on oil and gas contractor edward cchow oil and gas strategic advisor on oil and gas strategic advisor on oil and gas;;0.0
sector specialists: infrastructure and resettlement sector specialists: infrastructure and resettlement sector specialists: infrastructure and resettlement;Outlier Topic;0.0
security co-operation security co-operation osce mission in bosnia and herzegovina.;Outlier Topic;0.0
security security security management;Security SSR Reform;0.0
seeds for peace inside souther civil society: seeds for peace dmv sd/christi/cap.versterking het projectvoorstel beoogt de capaciteit van vrouwen te versterken tbv vredesopbouw en mensenrechten door o.m. training en scholing, uitwisselinge van ervaringen en verbetering van de veiligheidssituatie.;Outlier Topic;0.0
self-employment of women in the private health sector (sitara baji) self-employment of women in the private health sector (sitara baji) enable women from low-income backgrounds to engage in profitable entrepreneurial activities in the health sector while improving family planning services;Outlier Topic;0.0
self-injection of sayana press in uganda: evaluating best practices for introduction and scale-up path to generate evidence and guidance that decision-makers in uganda, other fp2020 countries and at the global level can use to design, introduce and advance scalable self-injection programs;Outlier Topic;0.0
semi-aggregate for grenada semi-aggregate for grenada semi-aggregate for grenada;Outlier Topic;0.0
seminar children's ombudsman seminar children's ombudsman;Outlier Topic;0.0
sen annulation dette pret d'etat/capital debt forgiveness;Debt forgiveness;0.0
senegal feasibility study - feasibility study multisector aid senegal feasibility study - feasibility study.  [firm: environmental company dba tec inc];Feasibility Studies;0.0
senegal river basin multipurpose water resources development project senegal river basin multipurpose water resources development project;;0.0
senegal river basin multipurpose water resources development project senegal river basin multipurpose water resources development project senegal river basin multipurpose water resources development project;;0.0
serbia: supporting objectives & professional journalism - civilian peace-building, conflict prevention and resolution serbia: supporting objectives & professional journalism -;Media Freedom Journalism;0.0
servicio de asistencia y rehabilitaciã“n de enfermos crã“nicos y formaciã“n de sus familiares en su cui medical services;Outlier Topic;0.0
several measures into the health sector of viet nam improving family planning institutions reducing hiv infection rates strengthening decentral health systems and improving decentral hospitals health programme hospitals health programme hospitals;;0.0
several projects on development cooperation diversos proyectos de cooperación para el desarrollo;;0.0
sff 2016, d'un soutien à la programmation, vers une contribution du cinéma à la diplomatie économique sff 2016, d'un soutien à la programmation, vers une contribution du cinéma à la diplomatie économique sff 2016, d'un soutien à la programmation, vers une contribution du cinéma à la diplomatie économique - bosnie-herzegovine;Cross Border IPA Balkans Bosnia Herzegovina;0.0
shanghai ondersteuning van kle community development;Outlier Topic;0.0
shanxi urban-rural water source protection and environmental demonstration project shanxi urban-rural water source protection and environmental demonstration project the project will be implemented in zuoquan county, jinzhong municipality of shanxi province. the project will address key water resources management and related issues in zuoquan county in an integrated manner, including water quality and quantity, flood mitigation, soil erosion prevention, land use planning, and related capacity building activities. the project is expected to demonstrate the ability and merits of working at county level to advance the government's goal of ecological civilization and poverty reduction.;Outlier Topic;0.0
shared governance through decentralization shared governance through decentralization shared governance through decentralization [u.s. government - u.s. agency for international development];Decentralization-Local Govt-Governance;0.0
shelter project for idps living on the west coast shelter project for idps living on the west coast providing shelter (650 tents) and other non-food items for residents of the west coast;Outlier Topic;0.0
