Topic,Count,Name,CustomName,Representation,Zephyr,Representative_Docs
351,1606,351_scac_culturelle_p185_coopération,"Programm 185, french cooperation and cultural action services","['scac', 'culturelle', 'p185', 'coopération', 'postes', 'crédit', 'p209', 'intervention', 'service', 'action']","['\nPoste cultural P185 credit cooperation intervention Bourse Service Action', '', '', '', '', '', '', '', '', '']","[""p185 - scac - géorgie - bourse - crédit d'intervention des postes  - bgf p185 - scac - géorgie - bourse - crédit d'intervention des postes  - bgf p185 - scac - géorgie - bourse - crédit d'intervention des postes  - bgf   - bourses du gouvernement français (programme unilatéral) - noms des partenaires :  - site internet :"", ""p185 - scac - albanie - bourse  - crédit d'intervention des postes  - bourses p185 - scac - albanie - bourse  - crédit d'intervention des postes  - bourses p185 - scac - albanie - bourse  - crédit d'intervention des postes  - bourses - coopération dans les domaines du patrimoine et de l'archéologie - noms des partenaires : non transmis - site internet :"", ""p185 - scac - albanie - bourse - crédit d'intervention des postes  - bourses p185 - scac - albanie - bourse - crédit d'intervention des postes  - bourses p185 - scac - albanie - bourse - crédit d'intervention des postes  - bourses - coopération scientifique et universitaire - noms des partenaires : non transmis - site internet :""]"
352,613,352_internship_un_duty_intern,Internship duties,"['internship', 'un', 'duty', 'intern', 'assignment', 'station', 'unric', 'period', 'undp', 'august']","['\nInternship duties NY/Aug', '', '', '', '', '', '', '', '', '']","['internship internship stipend, internship unric bruxelles.', 'un internship nora mehsen unric un internship nora mehsen unric un internship nora  mehsen, uniric, brussel', 'internship internship stipend, internship unwra.']"
353,877,353_echo_bud_tas_01000,Echo Humanitarian Aid 2006,"['echo', 'bud', 'tas', '01000', '210', 'humanitarian', '2005', '2006', '02000', 'aid']","['\nEcho Humanitarian Aid 2006', '', '', '', '', '', '', '', '', '']","['echo/tas/bud/2006/03013 echo/tas/bud/2006/03013 humanitarian aid', 'echo/tas/bud/2006/03024 echo/tas/bud/2006/03024 humanitarian aid', 'echo/-sa/bud/2006/01000 echo/-sa/bud/2006/01000 humanitarian aid']"
354,639,354_tibet_tibetan_tibetans_tibétains,Endowment Democracy Tibet HR Grants,"['tibet', 'tibetan', 'tibetans', 'tibétains', 'endowment', 'democracy', 'exile', 'chinese', 'grant', 'traditions']","['\nEndowment Democracy Tibet HR Grants', '', '', '', '', '', '', '', '', '']","['national endowment for democracy grant to tibetan centre for human rights and democracy national endowment for democracy grant to tibetan centre for human rights and democracy to monitor, document and highlight political repression and human rights violations in tibet. the group will conduct research on the human rights situation and legal landscape in tibet and will produce a variety of reports based on its findings.  it will also strengthen its chinese research desk and create an interactive database on tibetan political prisoners.', 'national endowment for democracy grant to tibetan centre for human rights and democracy national endowment for democracy grant to tibetan centre for human rights and democracy to monitor, document, and highlight political repression and human rights violations in tibet. the organization will conduct research on the human rights situation and legal landscape in tibet and will produce a variety of reports based on its findings.  it will also strengthen its chinese research desk and create an interactive database on tibetan political prisoners.', 'national endowment for democracy grant to tibetan centre for human rights and democracy national endowment for democracy grant to tibetan centre for human rights and democracy to monitor, document, and highlight political repression and human rights violations in tibet. the grantee will conduct research on the human rights situation and legal landscape in tibet and the status of tibetan democracy in exile, and it will produce a variety of reports based on its findings. it will also strengthen its chinese research desk and create an interactive database on tibetan political prisoners.']"
355,933,355_syria_syrian_food_humanitarian,Syrian humanitarian aid: food & assistance,"['syria', 'syrian', 'food', 'humanitarian', 'alimentaire', 'assistance', 'wfp', 'pam', 'affected', 'aid']","['\nSyrian humanitarian aid: food & assistance', '', '', '', '', '', '', '', '', '']","['humanitarian aid and food assistance humanitarian aid and food assistance inso syria', 'humanitarian aid and food assistance humanitarian aid and food assistance assistance to populations affected by the syria crisis', 'humanitarian aid and food assistance humanitarian aid and food assistance assistance to vulnerable syrian populations in lebanon affected by the events in syria to meet their food and non-food essentials']"
356,706,356_afdb_sub_sector_social,AFDB Soc Ed Tech,"['afdb', 'sub', 'sector', 'social', 'subsector', 'education', 'sante', 'appui', 'educ', 'projet']","['\nAFDB Soc Ed Tech', '', '', '', '', '', '', '', '', '']","['eduction (i)-(complementaire) eduction (i)-(complementaire) afdb sector: social.  afdb sub sector:  education.', ""developpemt de l'enseignemt scientif.& technologiq developpemt de l'enseignemt scientif.& technologiq afdb sector: social.  afdb sub sector:  education."", 'eduction v eduction v afdb sector: social.  afdb sub-sector: education.']"
357,1109,357_alliances_françaises_personnel_subvention,Fr-alliance-dev-employees,"['alliances', 'françaises', 'personnel', 'subvention', 't2', 'alliance', 'français', 'subventions', 'française', 'soutien']","['\nFr-alliance-dev-personnel', '', '', '', '', '', '', '', '', '']","['personnel des alliances françaises personnel des alliances françaises personnel des alliances françaises brésil', 'personnel des alliances françaises personnel des alliances françaises personnel des alliances françaises indonésie', 'personnel des alliances françaises personnel des alliances françaises personnel des alliances françaises zambie']"
358,592,358_type_511_flow_10,India Flow10 Financse,"['type', '511', 'flow', '10', 'finance', '24030', 'sector', '24020', '22040', '32110']","['\nIndia Flow10 Financse', '', '', '', '', '', '', '', '', '']","['india sector 12020 flow type 10 finance type 511 india sector 12020 flow type 10 finance type 511 india sector 12020 flow type 10 finance type 511', 'india sector 24030 flow type 10 finance type 511 india sector 24030 flow type 10 finance type 511 india sector 24030 flow type 10 finance type 511', 'india sector 21031 flow type 10 finance type 511 india sector 21031 flow type 10 finance type 511 india sector 21031 flow type 10 finance type 511']"
359,877,359_commune_canton_contribution_multisector,Multisector aid by Swiss communes,"['commune', 'canton', 'contribution', 'multisector', 'une', 'schweiz', 'ordination', 'aid', 'un', 'fâ']","['\nMultisector aid by Swiss communes', '', '', '', '', '', '', '', '', '']","[""contribution d'une commune (urdorf) multisector aid contribution d'une commune (urdorf)"", ""contribution d'une commune (vandoeuvres) multisector aid contribution d'une commune (vandoeuvres)"", ""contribution d'une commune (elgg) multisector aid contribution d'une commune (elgg)""]"
360,613,360_solomon_islands_ramsi_starting,Solomon Islands Dev Projts,"['solomon', 'islands', 'ramsi', 'starting', 'initiative', 'over', 'million', 'years', 'total', 'value']","['\nSolomon Islands Dev Projts', '', '', '', '', '', '', '', '', '']","['support for solomon islands writers support for solomon islands writers support for solomon islands writers', 'solomon islands - ads solomon islands - ads solomon islands - ads', 'solomon islands solomon islands solomon islands']"
361,739,361_thermal_power_plant_heating,Thermal Power Plants Constr.,"['thermal', 'power', 'plant', 'heating', 'station', 'thermique', 'fired', 'pipri', 'mw', 'coal']","['\nThermal Power Plants Constr.', '', '', '', '', '', '', '', '', '']","['sanhe thermal power plant project (i) sanhe thermal power plant project (i) sanhe thermal power plant constr.', 'simhadri thermal power station project (iii) simhadri thermal power station project (iii) to construct 1000mw coal-fired thermal power plant', 'jiangxi jiujiang thermal power plant project (i) jiangxi jiujiang thermal power plant project (i) jiangxi jiusiang thermal power plt.']"
362,611,362_placement_pvos_io_orientation,Reception & Plac. Inside US (Migrants/Refugees),"['placement', 'pvos', 'io', 'orientation', 'reception', 'migration', 'inside', 'united', 'states', 'primarily']","['\nReception & Plac. Inside US (PRM)', '', '', '', '', '', '', '', '', '']","['reception and placement (activities in u.s.) refugees in donor countries united states population migration and refugee assistance appropriation 1143.  provides cultural orientation processing transportation and initial placement to refugees inside the united states.  primarily carried out by the io for migration and us pvos. [domestic and foreign missionary society]', 'reception & placement (activities in u.s.) refugees in donor countries united states population migration and refugee assistance appropriation 1143.  provides cultural orientation processing transportation and initial placement to refugees inside the united states.  primarily carried out by the io for migration and us pvos. [hebrew immigrant aid society]', 'reception and placement (activities in u.s.) refugees in donor countries united states population migration and refugee assistance appropriation 1143.  provides cultural orientation processing transportation and initial placement to refugees inside the united states.  primarily carried out by the io for migration and us pvos. [hebrew immigrant aid society]']"
363,597,363_handicraft_cottage_handicrafts_industries,"Handicraft Dev't: Trad. Prod., Artisans, Mktg.","['handicraft', 'cottage', 'handicrafts', 'industries', 'handcraft', 'craft', 'marketing', 'nador', 'traditional', 'production']","[""\nHandicraft Dev't: Trad. Prod., Artisans, Mktg."", '', '', '', '', '', '', '', '', '']","['upgradation tibetan handicraft upgradation tibetan handicraft ', 'handicraft - local funds cottage industries & handicraft ', 'handicraft cottage industries & handicraft handicraft']"
364,1025,364_rehabilitation_water_supply_rehab,Water Supply Rehab Projects,"['rehabilitation', 'water', 'supply', 'rehab', 'sewerage', 'potable', 'eau', 'réhabilitation', 'sanitation', 'system']","['\nWater Supply Rehab Projects', '', '', '', '', '', '', '', '', '']","['lus water supply rehabilitation lus water supply rehabilitation ', 'rehabilitation of the water supply syste rehabilitation of the water supply syste ', 'sanierung der wasserversorgung jajce water supply rehabilitation ']"
365,644,365_lycée_ecole_français_aefe,International french schools,"['lycée', 'ecole', 'français', 'aefe', 'donneur', 'gouvernement', 'française', 'franco', 'collège', 'exupéry']","['\nFrnCstGovSubsMarocEcolesFR', '', '', '', '', '', '', '', '', '']","['ecole française champollion ecole française champollion aefe - ecole française champollion - zambie - gouvernement du donneur', 'ecole française ecole française aefe-ecole française-gouvernement du donneur', 'ecole française ecole française aefe-ecole française-népal-gouvernement du donneur']"
366,613,366_geothermal_olkaria_exploration_power,Geothermal Explr/Plants EAST AFRICA,"['geothermal', 'olkaria', 'exploration', 'power', 'energy', 'mw', 'géothermique', 'plant', 'geothermique', 'drilling']","['\nGeothermal Explr/Plants EAST AFRICA', '', '', '', '', '', '', '', '', '']","['lahendong geothermal power plant project geothermal energy ', 'support to the geothermal exploration program and improved power transmission in support to the geothermal exploration program and improved power transmission in support to the geothermal exploration program and improved power transmission in', 'ruhoi - geothermal power plant ruhoi - geothermal power plant geothermal resources exploration studies and associated project works in ruhoi in utele area - energy supply/power plant']"
367,581,367_eidhr_cbss_schemes_annual,EIDHR CBSS Action Prog,"['eidhr', 'cbss', 'schemes', 'annual', 'eoms', 'country', '2009', 'action', 'based', 'without']","['\nEIDHR CBSS Action Prog 2009-10', '', '', '', '', '', '', '', '', '']","['eidhr 2010 annual action programme - cbss (country based support schemes) eidhr 2010 annual action programme - cbss (country based support schemes) gleaner ads - cbss cfp 2011', 'eidhr 2009 annual action programme - cbss (country based support schemes) human rights x', 'eidhr 2010 annual action programme - cbss (country based support schemes) eidhr 2010 annual action programme - cbss (country based support schemes) a national conversation on human rights, governance and democracy']"
368,1748,368_endowment_democracy_grant_national,Endowment Democracy Youth Grants,"['endowment', 'democracy', 'grant', 'national', 'will', 'youth', 'organize', 'rights', 'organization', 'human']","['\nEndowment Democracy Youth Grants', '', '', '', '', '', '', '', '', '']","['national endowment for democracy grant to students for global democracy uganda national endowment for democracy grant to students for global democracy uganda to strengthen meaningful youth participation in the 2016 uganda election, the grantee will conduct voter education activities and organize debates in high schools and university campuses. the organization will encourage youth to engage in issue-based politics and take advantage of opportunities to hold their leaders accountable and influence public policies.', 'national endowment for democracy grant to congo peace network national endowment for democracy grant to congo peace network to strengthen the electoral knowledge of north kivus youth, prevent its political manipulation, and foster its participation in free, democratic, and transparent elections, the organization will hold a series of trainings in masisi, rutshuru, and walikale territories on civic duties and rights. the group will also strengthen the capacity of its youth clubs to conduct electoral awareness raising and mentor other youth throughout north kivu.', 'national endowment for democracy grant to national democratic institute national endowment for democracy grant to national democratic institute to improve citizens  understanding of democratic processes and human rights enhance civic engagement in southwestern uganda. nafodu will train community volunteers to provide civic education to their communities. the group will also air a one-hour monthly radio program on democracy and human rights.']"
369,3801,369_humanitarian_emergency_aid_congo,Humanitarian Aid DR Congo/CAR,"['humanitarian', 'emergency', 'aid', 'congo', 'humanitaire', 'assistance', 'republic', 'urgence', 'aide', 'ethiopia']","['\nHumanitarian Aid DR Congo/CAR', '', '', '', '', '', '', '', '', '']","['humanitarian aid humanitarian aid central african republic', 'humanitarian aid humanitarian aid democratic republic of congo', 'humanitarian aid democratic republic congo humanitarian aid democratic republic congo emergency assistance to internally displaced persons (idps)']"
370,836,370_koica_volunteers_male_female,Koica volunteers by gender and dispatch,"['koica', 'volunteers', 'male', 'female', 'dispatch', 'total', 'volunteer', 'new', 'philippines', 'paraguay']","['\nKoica volunteers by gender and dispatch', '', '', '', '', '', '', '', '', '']","['koica volunteers in ecuador for basic nutrition koica volunteers in ecuador for basic nutrition dispatch of koica volunteers in ecuador for basic nutrition.(total: 2, new: 1, male: 0, female: 2)', 'koica volunteers in ecuador for basic nutrition koica volunteers in ecuador for basic nutrition dispatch of koica volunteers in ecuador for basic nutrition(total: 1, new: 0 male: 0, female: 1)', 'koica volunteers in bolivia for rural development koica volunteers in bolivia for rural development dispatch of koica volunteers in bolivia for rural development(total number of volunteer : 1 new : 0 male : 0 female : 1)']"
371,571,371_cy19_cy20_project_cycloniques,Cyclones project,"['cy19', 'cy20', 'project', 'cycloniques', 'degats', '005fu', '181', '178', '264', '251']","['\nProjects 227, 137, 246, 3 (36-132)', '', '', '', '', '', '', '', '', '']","['cy20 project 246 cy20 project 246 cy20 project 246', 'cy20 project 137 cy20 project 137 cy20 project 137', 'cy19 project 3 cy19 project 3 cy19 project 3']"
372,563,372_redacted_added_inl_vat,Redacted VAT recs,"['redacted', 'added', 'inl', 'vat', 'taxes', 'receivables', 'information', 'refund', 'janitorial', 'gso']","['\n""Redacted VAT recs""', '', '', '', '', '', '', '', '', '']","['information redacted information redacted mex inl lori information redacted inldeparture tqmay15 june9 covers receivables established for refund of value added taxes (vat)', 'information redacted wireless information redacted wireless information redacted wireless covers receivables established for refund of value added taxes (vat)', 'pr10674091 accetapolsa flashlight for the information redacted pr10674091 accetapolsa flashlight for the information redacted pr10674091 accetapolsa flashlight for the information redacted covers receivables established for refund of value added taxes (vat)']"
373,1113,373_nigeria_corruption_accountability_nigerian,Nigerian Anti-corruption projects,"['nigeria', 'corruption', 'accountability', 'nigerian', 'award', 'investigative', 'anti', 'transparency', 'journalism', 'galvanize']","['\nNig. Anti-corr., acct., youth, comm. Action', '', '', '', '', '', '', '', '', '']","[""to promote youth involvement in anti-corruption and accountability in nigeria. to promote youth involvement in anti-corruption and accountability in nigeria. programme: on nigeria. description: to promote youth involvement in anti-corruption and accountability in nigeria.. established in 2007, the yiaga africa initiative (yiaga africa) is a nigerian nonprofit committed to the promotion of democratic governance, human rights, and civic engagement. the previous award to yiaga africa led to the establishment of a network of radio ambassadors whose shows have galvanized young voices for anti-corruption and accountability across nigeria. it supported anti-corruption debates in more than fourteen universities, creating networks of undergraduates actively involved in anti-corruption discourse in the university system and outside. this award enables yiaga africa to consolidate these two crucial achievements by strengthening coordination of the radio ambassadors' work, scaling up the campus debates to promote a culture of participation, transparency, and accountability, and strengthening its organization to enhance effective and efficient delivery of program outcomes. yiaga africa is collaborating with other foundation grantees to implement the project. this award contributes to on nigeria's goal of reducing corruption by supporting nigerian-led efforts that strengthen accountability, transparency, and participation."", ""to promote youth involvement in anti-corruption and accountability in nigeria. to promote youth involvement in anti-corruption and accountability in nigeria. programme: on nigeria. description: to promote youth involvement in anti-corruption and accountability in nigeria.. the youth initiative for advocacy, growth and advancement (yiaga) is a nigerian nonprofit dedicated to youth empowerment and mobilization for political participation, transparency, and accountability. this award enables yiaga to deepen ownership of the fight against corruption and engage nigerian youth in anti-corruption conversations and organizing. yiaga is working with its (youth) media ambassadors to amplify the reach of investigative reporting by the foundation's media and journalism awardees. it is educating, organizing, and collaborating with youth associations and groups to demand accountability and track, report, and campaign for resolution on new and old corruption cases. the project contributes to a new atmosphere of accountability, transparency, and good governance in nigeria."", ""to promote and galvanize community action for anti-corruption and accountability in nigeria. to promote and galvanize community action for anti-corruption and accountability in nigeria. programme: on nigeria. description: to promote and galvanize community action for anti-corruption and accountability in nigeria.. founded in 2012, the centre for transparency advocacy (cta) is a nonprofit organization that mobilizes nigerians to embrace people-driven, nonviolent campaigns and protests against impunity and bad governance. its say no campaign emerged in 2013 as a major civil society intervention against corruption and impunity. the previous support to cta led to the establishment of a network of organized grassroots movements focused on community development and demanding accountability from public officials. with this final award, cta is enhancing its institutional strength and working with community members to demand accountability from local and community authorities. cta amplifies investigative reports by the media and journalism cohort and mobilizes citizens to track constituency projects and understand and engage with corruption and its impact on their daily lives. the project uses radio programs, social media, and anti-corruption champions to engage communities. cta is collaborating with other foundation grantees to implement the project and will leave communities better able to continue demanding accountability. this award contributes to on nigeria's goal of reducing corruption by supporting nigerian-led efforts that strengthen accountability, transparency, and participation""]"
374,554,374_labor_democracy_bureau_eb,Democracy HR Lab State NGOs,"['labor', 'democracy', 'bureau', 'eb', 'human', 'rights', 'department', 'state', 'business', 'surcharge']","['\nDemocracy HR Lab State NGOs', '', '', '', '', '', '', '', '', '']","['bureau of democracy, human rights, and labor - implementation of u.n. human rights council resolu bureau of democracy, human rights, and labor - implementation of u.n. human rights council resolu u.s. department of state: bureau of democracy, human rights, and labor. [covers miscellaneous contractual services not otherwise classified.]', ""bureau of democracy, human rights, and labor - doi-evaulation contract bureau of democracy, human rights, and labor - doi-evaulation contract u.s. department of state: bureau of democracy, human rights, and labor. provides drl/gp with access to the department's new evaluation contract mechanism."", 'bureau of democracy, human rights, and labor - synergizing nonviolent action & peacebldg snap bureau of democracy, human rights, and labor - synergizing nonviolent action & peacebldg snap u.s. department of state: bureau of democracy, human rights, and labor. [covers miscellaneous contractual services not otherwise classified.]']"
375,615,375_cocoa_cacao_chocolate_production,Organic Fair Trade Cocoa Value Chain Ghana,"['cocoa', 'cacao', 'chocolate', 'production', 'chain', 'ghana', 'farmers', 'producers', 'aroma', 'productores']","['\nOrganic Fair Trade Cocoa Value Chain Ghana', '', '', '', '', '', '', '', '', '']","['aufstockung organic cocoa ghana yayra glover aufstockung organic cocoa ghana yayra glover pakka: organic ft, cocoa in ghana i. the project will enable a significant and growing number of farmers in three cocoa districts of ghana to improve their livelihoods in a sustainable way by adopting organic and fair-trade standards for cocoa production and by selling their produce via traceable value chains to market players in the swiss chocolate sector. until 2014 the project plans to cover 7000 farming households that are sustainably cultivating almost 17000 hectares of cocoa plantations within an agro forestry system. main activities will be 1) the systematic institutionalization of existing (informal) farmers groups in order to develop them into reliable negotiation and contract partners within the value chain, 2) the support of certification processes of farmer groups according to organic and fair trade standards and corresponding capacity building for involved value chain actors, 3) innovations and trainings for upgrading the quality of post-harvest processing (fermentation, drying, etc.), packaging and traceability and 4) the promotion and establishment of small and medium-sized enterprises (smes) that act as service providers to the farmers in order to rejuvenate plantations and maintain soil fertility.', 'value chain organic and fair trade cocoa value chain organic and fair trade cocoa the project will enable a significant and growing number of farmers in three cocoa districts of ghana to improve their livelihoods in a sustainable way by adopting organic and fair-trade standards for cocoa production and by selling their produce via traceable value chains to market players in the swiss chocolate sector. until 2014 the project plans to cover 7 000 farming households that are sustainably cultivating almost 17 000 hectares of cocoa plantations within an agro forestry system. main activities will be 1) the systematic institutionalization of existing (informal) farmers groups in order to develop them into reliable negotiation and contract partners within the value chain, 2) the support of certification processes of farmer groups according to organic and fair trade standards and corresponding capacity building for involved value chain actors, 3) innovations and trainings for upgrading the quality of post-harvest processing (fermentation, drying, etc.), packaging and traceability and 4) the promotion and establishment of small and medium-sized enterprises (smes) that act as service providers to the farmers in order to rejuvenate plantations and maintain soil fertility.', ""value chain organic and fair trade cocoa value chain organic and fair trade cocoa the project will enable a significant and growing number of farmers in three cocoa districts of ghana to improve their livelihoods in a sustainable way by adopting organic and fair-trade standards for cocoa production and by selling their produce via traceable value chains to market players in the swiss chocolate sector. until 2014 the project plans to cover 7'000 farming households that are sustainably cultivating almost 17'000 hectares of cocoa plantations within an agro forestry system. main activities will be 1) the systematic institutionalization of existing (informal) farmers groups in order to develop them into reliable negotiation and contract partners within the value chain, 2) the support of certification processes of farmer groups according to organic and fair trade standards and corresponding capacity building for involved value chain actors, 3) innovations and trainings for upgrading the quality of post-harvest processing (fermentation, drying, etc.), packaging and traceability and 4) the promotion and establishment of smes that act as service providers to the farmers in order to rejuvenate plantations and maintain soil fertility.""]"
376,726,376_armed_soldiers_children_child,Children Armed Conflict,"['armed', 'soldiers', 'children', 'child', 'conflict', 'watchlist', 'enfants', 'van', 'armés', 'reintegration']","['\nChildren Armed Conflict', '', '', '', '', '', '', '', '', '']","['s109 children in armed conflict children in armed conflict ', 'children in armed conflict children in armed conflict ', 'children in armed  conflict (caac) children in armed  conflict (caac) children in armed  conflict (caac)']"
377,574,377_véhicules_fourniture_4x4_vehicles,Vehicles procurement,"['véhicules', 'fourniture', '4x4', 'vehicles', 'vehicules', 'pick', 'wagon', 'cars', 'vehicle', 'véhicule']","['\nVehicles procurement', '', '', '', '', '', '', '', '', '']","['fourniture de deux (2) vehicules type station wagon fourniture de deux (2) vehicules type station wagon reference : fourniture de deux (2) vehicules type station wagon', ""fourniture d'un véhicule berline fourniture d'un véhicule berline reference : fed/2009/216-526-fourniture d'un véhicule berline"", 'fourniture de véhicules pour le mtptc fourniture de véhicules pour le mtptc fourniture de véhicules pour le mtptc']"
378,1027,378_institut_français_domaine_culture,Inst. Fr. Cult. Actions,"['institut', 'français', 'domaine', 'culture', 'culturelles', 'subvention', 'dans', 'p185', 'actions', 'accompagnent']","['\nInst. Fr. Cult. Actions', '', '', '', '', '', '', '', '', '']","['actions dans le domaine de la culture (institut français) actions dans le domaine de la culture (institut français) institut français - malaisie', 'actions dans le domaine de la culture (institut français) actions dans le domaine de la culture (institut français) institut français-   algerie', 'actions dans le domaine de la culture (institut français) actions dans le domaine de la culture (institut français) institut français-   bresil']"
379,730,379_moldova_republic_moldovan_eu,Cooperation with moldova,"['moldova', 'republic', 'moldovan', 'eu', 'mo', 'the', 'rozwoju', 'of', 'dcfta', 'dawii']","['\nMoldova Implementation', '', '', '', '', '', '', '', '', '']","['strengthening the cooperation between moldova and the eu strengthening the cooperation between moldova and the eu strengthening the cooperation between moldova and the eu', 'moldova moldova support to moldova/ukraine crisis', 'implementation of eurocodes in repulic of moldova implementation of eurocodes in republic of moldova implementation of eurocodes in repulic of moldova']"
380,540,380_hemisphere_wha_western_unspecified,WHA Multi-Sect ESF,"['hemisphere', 'wha', 'western', 'unspecified', 'department', 'affairs', 'bureau', 'multi', 'state', 'sector']","['\nWHA Multi-Sect ESF', '', '', '', '', '', '', '', '', '']","['u.s. department of state, bureau of western hemisphere affairs\xa0(wha) - multi-sector - unspecified: pms in201711820170427000000 u.s. department of state, bureau of western hemisphere affairs\xa0(wha) - multi-sector - unspecified: pms in201711820170427000000 u.s. department of state, bureau of western hemisphere affairs\xa0(wha) - multi-sector - unspecified: pms in201711820170427000000 - economic support fund', 'u.s. department of state, bureau of western hemisphere affairs\xa0(wha) - multi-sector - unspecified: pms in20172520170124000000 u.s. department of state, bureau of western hemisphere affairs\xa0(wha) - multi-sector - unspecified: pms in20172520170124000000 u.s. department of state, bureau of western hemisphere affairs\xa0(wha) - multi-sector - unspecified: pms in20172520170124000000 - economic support fund', 'u.s. department of state, bureau of western hemisphere affairs\xa0(wha) - multi-sector - unspecified: pms in201726120170915000000 u.s. department of state, bureau of western hemisphere affairs\xa0(wha) - multi-sector - unspecified: pms in201726120170915000000 u.s. department of state, bureau of western hemisphere affairs\xa0(wha) - multi-sector - unspecified: pms in201726120170915000000 - economic support fund']"
381,1703,381_fonds_financement_etudes_projets,Study Funds Project Prep Financing,"['fonds', 'financement', 'etudes', 'projets', 'fund', 'funding', 'fepp', 'preparation', 'financing', 'funds']","['\nStudy Funds Project Prep Financing', '', '', '', '', '', '', '', '', '']","[""fonds etudes et preparation de projets 5 fonds etudes et preparation de projets 5 fonds d'etudes et de préparation de projets n°5"", ""financement fonds etudes & preparation financement fonds etudes & preparation fonds d'etudes et de préparation de projets n°6"", ' financement fonds etudes & projets ']"
382,794,382_mdgs_mdg_frameworks_evaluate,MDG monitoring & eval (enhanced natl/loc capac),"['mdgs', 'mdg', 'frameworks', 'evaluate', 'monitor', 'report', 'priorities', 'enhanced', 'national', 'capacities']","['\nMDG monitoring & eval (enhanced natl/loc capac)', '', '', '', '', '', '', '', '', '']","['mdg coordination and implement economic and development policy/planning enhanced national and local capacities to plan, monitor, report and evaluate the mdgs and related national development priorities, including within resource frameworks', ""mdg oper'ng innationalpolicies economic and development policy/planning enhanced national and local capacities to plan, monitor, report and evaluate the mdgs and related national development priorities, including within resource frameworks"", 'mdg monitoring - crprid economic and development policy/planning enhanced national and local capacities to plan, monitor, report and evaluate the mdgs and related national development priorities, including within resource frameworks']"
383,994,383_serv_soc_multisector_basic,Multisector Aid for Basic Soc. Serv.,"['serv', 'soc', 'multisector', 'basic', 'aid', 'pvd', 'bg', 'instit', 'provincies', 'essential']","['\nMultisector Aid for Basic Soc. Serv.', '', '', '', '', '', '', '', '', '']","['insieme… io posso multisector aid for basic soc. serv. ', 'ostafrika sachverstaendige multisector aid for basic soc. serv. ', 'aktionsprogramm welternã„hrung multisector aid for basic soc. serv. ']"
384,884,384_cultural_cultura_culture_spain,Spain cultural centers cooperation,"['cultural', 'cultura', 'culture', 'spain', 'iberoamerica', 'cooperacion', 'españa', 'acerca', '2014', 'cce']","['\nSpain cultural centers cooperation 2013-19', '', '', '', '', '', '', '', '', '']","['guatemala 2013, culture, cultural cooperation, cultural centre guatemala 2013, culture, cultural cooperation, cultural centre guatemala 2013 cultura cooperación cultural centro cultural', 'guatemala 2019 culture cultural center of spain hispanic culture in guatemala guatemala 2019 culture cultural center of spain hispanic culture in guatemala subvención de concesión directa al centro cultural de españa. cultura hispánica de guatemala. la cooperación cultural se lleva a cab o a través de los cce mediante programas, proyectos y actividades enmarcados en las 3 líneas principales en las que centran su traba jo y que son: cultura como elemento de desarrollo, cooperación cultural y cultura como elemento de proyección exterior.', 'el salvador 2013 culture, cultural cooperation, cultural centre el salvador 2013 culture, cultural cooperation, cultural centre el salvador 2013 cultura cooperacion cultural centro cultural']"
385,543,385_desertification_combat_desert_unccd,Combat Desertif Convention,"['desertification', 'combat', 'desert', 'unccd', 'convention', 'désertification', 'deserts', 'lutte', 'contre', 'desertificazione']","['\nCombat Desertif Convention', '', '', '', '', '', '', '', '', '']","['un convention to combat desertification un convention to combat desertification ', 'unterstãœtzung bei der umsetzung der klimakonvention convention to combat desertification ', 'unterstãœzung bei der umsetzung der wãœstenkonvention convention to combat desertification ']"
386,754,386_canada_fund_100_fcil,"Canada Fund projects, term results, small dev't","['canada', 'fund', '100', 'fcil', 'expected', 'fonds', 'themes', 'sectors', '99', 'projects']","[""\nCanada Fund projects, term results, small dev't"", '', '', '', '', '', '', '', '', '']","['canada fund - croatia canada fund - croatia additional sectors: 012000 (30%), 015000 (20%), 011000 (10%)  expected impact / long-term results: canada fund  expected outcomes / medium-term results: canada fund   expected outputs / short-term results: canada fund', 'canada fund kazakstan canada fund: industry ', 'canada fund - yugoslavia(fry) canada fund - yugoslavia(fry) additional sectors: 021000 (30%), 011000 (15%), 015000 (15%)  expected impact / long-term results: canada fund - yugoslavia (fry)  expected outcomes / medium-term results: canada fund - yugoslavia (fry)  expected outputs / short-term results: canada fund - yugoslavia (fry)']"
387,529,387_pops_stockholm_persistent_pollutants,Persistent ORGANs Stockholm CONVENTION impl. Plan ENABLING,"['pops', 'stockholm', 'persistent', 'pollutants', 'sound', 'organic', 'convention', 'pcbs', 'pcb', 'environmentally']","['\nPersistent ORGANs Stockholm CONVENTION impl. Plan ENABLING', '', '', '', '', '', '', '', '', '']","['enabling activities to review and update the national implementation plan for the stockholm convention on persistent organic pollutants (pops) enabling activities to review and update the national implementation plan for the stockholm convention on persistent organic pollutants (pops) ', 'enabling activities for the stockholm convention on persistent organic pollutants (pops): national implementation plan for uganda enabling activities for the stockholm convention on persistent organic pollutants (pops): national implementation plan for uganda ', 'enabling activities for the stockholm convention on persistent organic pollutants (pops): national implementation plan for kenya enabling activities for the stockholm convention on persistent organic pollutants (pops): national implementation plan for kenya ']"
